item_id,item_name,item_type,parent_id,quantity,lead_time,cost,supplier,inventory,min_stock,assembly_time,distributor,transport_method,transport_cost,transport_time,timestamp
SC004,Subcomponent SC004,subcomponent,CP008,3,9,18034,Supplier_039,43,5,43,Distributor_005,Sea Freight,5928,5,2016-11-10 15:00:34
RM008,Raw_material RM008,raw_material,CP008,1,3,1885,Supplier_035,75,3,47,Distributor_014,Rail,6535,20,2021-01-26 15:56:03
CP020,Component CP020,component,SS013,1,25,432900,Supplier_040,23,5,47,Distributor_014,Sea Freight,6553,18,2021-10-24 09:53:00
SC015,Subcomponent SC015,subcomponent,CP014,3,18,22523,Supplier_033,48,4,21,Distributor_012,Rail,5915,13,2013-02-12 17:47:24
SC001,Subcomponent SC001,subcomponent,CP020,5,9,25424,Supplier_042,31,2,31,Distributor_008,Sea Freight,3430,24,2014-09-11 18:40:02
CP016,Component CP016,component,SS004,2,18,312509,Supplier_009,14,5,49,Distributor_006,Rail,9763,14,2018-04-30 13:31:21
SC006,Subcomponent SC006,subcomponent,CP016,3,18,40073,Supplier_025,25,1,60,Distributor_006,Rail,4411,30,2011-02-06 06:34:18
SS018,Subsystem SS018,subsystem,SY015,1,35,578421,Supplier_043,4,3,33,Distributor_013,Air Freight,6196,25,2011-01-10 00:04:54
CP001,Component CP001,component,SS014,4,42,475207,Supplier_039,23,5,30,Distributor_001,Truck,1144,27,2015-04-11 08:44:08
SC014,Subcomponent SC014,subcomponent,CP017,4,10,30557,Supplier_005,34,2,29,Distributor_013,Air Freight,2793,21,2010-03-17 05:35:05
SC020,Subcomponent SC020,subcomponent,CP010,5,12,39785,Supplier_009,36,1,66,Distributor_008,Air Freight,2815,22,2021-07-04 18:13:28
SC005,Subcomponent SC005,subcomponent,CP001,5,9,9889,Supplier_019,17,5,4,Distributor_004,Sea Freight,8833,27,2010-06-03 21:50:42
CP005,Component CP005,component,SS014,4,22,147746,Supplier_012,12,1,64,Distributor_010,Rail,8269,18,2010-06-16 22:12:42
SC013,Subcomponent SC013,subcomponent,CP011,1,16,39507,Supplier_032,23,5,64,Distributor_011,Sea Freight,8708,21,2019-12-24 03:19:34
RM004,Raw_material RM004,raw_material,CP011,1,9,4155,Supplier_017,66,2,24,Distributor_012,Rail,7067,11,2016-04-12 01:56:53
SC013,Subcomponent SC013,subcomponent,CP005,4,12,10388,Supplier_024,25,2,13,Distributor_010,Truck,5624,11,2013-02-13 21:50:43
CP010,Component CP010,component,SS018,5,24,70992,Supplier_004,18,3,39,Distributor_014,Air Freight,448,7,2017-10-22 00:17:28
SC013,Subcomponent SC013,subcomponent,CP010,3,8,40738,Supplier_035,32,5,49,Distributor_009,Rail,9315,15,2015-08-23 21:31:10
SS008,Subsystem SS008,subsystem,SY009,1,43,1241989,Supplier_035,11,5,68,Distributor_001,Rail,7079,12,2013-09-02 15:57:18
CP016,Component CP016,component,SS008,5,41,393184,Supplier_005,19,2,36,Distributor_010,Rail,8389,5,2013-02-04 02:14:17
SC004,Subcomponent SC004,subcomponent,CP016,2,11,41048,Supplier_003,46,1,9,Distributor_004,Truck,9429,18,2015-11-13 12:36:29
SY016,System SY016,system,FP018,2,125,6346765,Supplier_001,5,4,70,Distributor_005,Sea Freight,6265,4,2020-12-16 15:32:08
SS019,Subsystem SS019,subsystem,SY017,3,52,2100208,Supplier_009,11,4,12,Distributor_009,Sea Freight,4896,28,2020-05-06 03:59:34
CP020,Component CP020,component,SS020,5,27,329853,Supplier_006,10,4,49,Distributor_004,Air Freight,3517,18,2020-12-27 20:54:18
RM014,Raw_material RM014,raw_material,CP007,5,1,3800,Supplier_028,85,5,2,Distributor_005,Truck,6296,8,2021-05-29 17:22:28
RM010,Raw_material RM010,raw_material,CP002,3,3,4567,Supplier_024,62,4,7,Distributor_008,Rail,8157,18,2013-03-26 12:08:04
SC017,Subcomponent SC017,subcomponent,CP018,3,16,14222,Supplier_022,53,5,68,Distributor_013,Air Freight,5898,5,2018-05-25 18:49:47
SC002,Subcomponent SC002,subcomponent,CP017,4,7,34171,Supplier_019,37,5,4,Distributor_003,Rail,5384,13,2015-07-16 09:00:53
SC004,Subcomponent SC004,subcomponent,CP005,3,15,46460,Supplier_001,35,1,50,Distributor_006,Air Freight,9583,8,2011-04-18 14:02:43
RM005,Raw_material RM005,raw_material,CP005,4,7,1817,Supplier_038,59,5,66,Distributor_006,Truck,5095,25,2015-11-02 20:21:10
SC016,Subcomponent SC016,subcomponent,CP020,3,5,42398,Supplier_025,16,2,1,Distributor_007,Sea Freight,384,29,2021-05-19 00:16:16
CP005,Component CP005,component,SS014,2,23,483565,Supplier_019,31,5,45,Distributor_010,Air Freight,6098,22,2019-04-01 00:31:24
SC014,Subcomponent SC014,subcomponent,CP010,4,12,26520,Supplier_020,34,5,33,Distributor_010,Rail,4015,21,2010-11-08 11:12:50
SC009,Subcomponent SC009,subcomponent,CP005,4,12,14256,Supplier_035,38,4,47,Distributor_013,Air Freight,8960,27,2019-11-28 06:24:52
SC007,Subcomponent SC007,subcomponent,CP012,1,15,32635,Supplier_038,20,4,33,Distributor_013,Sea Freight,5739,12,2016-05-02 10:45:04
SC016,Subcomponent SC016,subcomponent,CP014,4,6,26515,Supplier_002,60,4,54,Distributor_006,Rail,4478,13,2011-03-08 23:14:01
SC015,Subcomponent SC015,subcomponent,CP005,4,17,14794,Supplier_039,41,4,2,Distributor_005,Air Freight,7201,26,2020-01-28 20:46:43
CP016,Component CP016,component,SS020,2,41,301517,Supplier_001,15,4,68,Distributor_007,Truck,8420,20,2013-05-15 06:53:04
SC005,Subcomponent SC005,subcomponent,CP014,4,5,16430,Supplier_020,50,1,47,Distributor_014,Air Freight,5014,27,2018-11-04 10:31:25
SC004,Subcomponent SC004,subcomponent,CP007,2,10,36042,Supplier_035,33,3,46,Distributor_013,Sea Freight,4241,6,2011-07-01 18:08:19
SC016,Subcomponent SC016,subcomponent,CP016,2,10,13977,Supplier_017,34,3,2,Distributor_003,Truck,1242,24,2018-08-13 07:57:34
CP018,Component CP018,component,SS018,3,18,309382,Supplier_029,29,4,43,Distributor_011,Truck,6283,24,2016-03-10 12:10:50
SC013,Subcomponent SC013,subcomponent,CP012,2,14,33719,Supplier_023,20,2,65,Distributor_005,Rail,5437,6,2010-06-07 00:38:04
SC019,Subcomponent SC019,subcomponent,CP016,4,9,44297,Supplier_014,54,4,54,Distributor_001,Truck,7912,20,2012-11-22 16:10:01
RM009,Raw_material RM009,raw_material,CP016,4,7,1841,Supplier_018,68,1,52,Distributor_006,Rail,8747,10,2018-01-24 10:35:29
SC019,Subcomponent SC019,subcomponent,CP018,3,18,11052,Supplier_043,34,3,6,Distributor_013,Air Freight,5033,18,2020-01-16 23:18:10
RM019,Raw_material RM019,raw_material,CP018,4,1,4415,Supplier_018,61,3,11,Distributor_004,Truck,2756,27,2012-04-12 08:10:22
CP002,Component CP002,component,SS019,3,42,544604,Supplier_008,8,5,63,Distributor_006,Rail,3430,21,2017-11-11 09:52:34
SC003,Subcomponent SC003,subcomponent,CP002,1,12,9485,Supplier_044,39,1,13,Distributor_014,Rail,4056,28,2015-03-06 20:51:50
CP005,Component CP005,component,SS020,5,32,248878,Supplier_004,23,3,11,Distributor_005,Truck,5535,24,2010-01-29 21:48:44
SC017,Subcomponent SC017,subcomponent,CP007,2,15,34167,Supplier_005,54,2,20,Distributor_005,Rail,1636,7,2016-03-05 04:33:40
SC003,Subcomponent SC003,subcomponent,CP019,2,15,25177,Supplier_011,28,5,52,Distributor_004,Air Freight,648,14,2021-03-24 18:41:02
RM014,Raw_material RM014,raw_material,CP019,4,4,2446,Supplier_023,64,1,61,Distributor_012,Truck,6402,25,2014-11-03 09:51:44
SC003,Subcomponent SC003,subcomponent,CP005,3,9,17239,Supplier_022,51,2,42,Distributor_011,Sea Freight,6713,7,2021-01-08 06:23:59
CP013,Component CP013,component,SS014,3,35,399139,Supplier_001,17,3,70,Distributor_008,Truck,2310,28,2021-02-04 10:59:17
SC017,Subcomponent SC017,subcomponent,CP013,5,7,26528,Supplier_037,32,2,63,Distributor_006,Sea Freight,1777,10,2019-05-01 13:51:03
SC011,Subcomponent SC011,subcomponent,CP006,4,15,25738,Supplier_028,21,1,28,Distributor_013,Air Freight,6576,15,2013-07-03 18:33:56
SC020,Subcomponent SC020,subcomponent,CP011,4,14,17033,Supplier_021,31,5,30,Distributor_014,Sea Freight,9045,30,2019-08-16 01:13:33
SC005,Subcomponent SC005,subcomponent,CP013,4,11,48494,Supplier_038,33,3,15,Distributor_009,Air Freight,424,19,2017-03-03 05:07:07
CP014,Component CP014,component,SS008,2,21,218377,Supplier_025,20,3,21,Distributor_006,Air Freight,7466,22,2021-03-15 01:55:07
SC003,Subcomponent SC003,subcomponent,CP005,3,13,11136,Supplier_020,33,4,53,Distributor_003,Air Freight,3192,10,2015-06-28 22:08:09
SC008,Subcomponent SC008,subcomponent,CP016,1,20,21925,Supplier_039,26,4,20,Distributor_009,Sea Freight,9505,24,2019-03-08 17:38:24
RM006,Raw_material RM006,raw_material,CP016,1,8,2099,Supplier_044,64,5,67,Distributor_011,Rail,2558,24,2020-09-23 17:00:41
SC017,Subcomponent SC017,subcomponent,CP014,1,7,35623,Supplier_012,33,4,9,Distributor_013,Air Freight,7976,25,2012-07-07 04:53:26
RM008,Raw_material RM008,raw_material,CP014,1,6,3621,Supplier_020,64,5,9,Distributor_001,Truck,6749,13,2010-07-13 02:49:21
CP008,Component CP008,component,SS010,4,31,442807,Supplier_040,19,4,29,Distributor_013,Sea Freight,5706,3,2017-08-18 00:58:45
SC013,Subcomponent SC013,subcomponent,CP013,5,15,17508,Supplier_001,47,1,35,Distributor_013,Rail,2004,13,2010-01-04 06:44:51
SC019,Subcomponent SC019,subcomponent,CP008,4,15,42384,Supplier_007,32,4,32,Distributor_001,Truck,3613,22,2015-04-08 19:54:55
RM014,Raw_material RM014,raw_material,CP008,1,9,3285,Supplier_037,70,2,11,Distributor_004,Sea Freight,3388,19,2015-12-23 19:32:43
CP004,Component CP004,component,SS005,1,25,133048,Supplier_025,12,4,66,Distributor_007,Sea Freight,1348,24,2018-10-21 21:05:34
SC005,Subcomponent SC005,subcomponent,CP006,5,18,28917,Supplier_041,53,1,50,Distributor_003,Air Freight,6503,29,2020-10-25 09:13:22
SC014,Subcomponent SC014,subcomponent,CP013,3,13,25736,Supplier_032,48,5,31,Distributor_002,Rail,7449,25,2017-03-20 04:29:50
SC004,Subcomponent SC004,subcomponent,CP004,3,5,21874,Supplier_022,32,3,70,Distributor_009,Air Freight,1902,30,2016-12-29 03:00:14
CP014,Component CP014,component,SS013,5,30,295049,Supplier_035,7,4,60,Distributor_014,Air Freight,1884,10,2017-07-30 13:26:45
SC015,Subcomponent SC015,subcomponent,CP003,1,11,11594,Supplier_018,25,3,4,Distributor_005,Sea Freight,4202,26,2013-11-07 20:44:29
SC011,Subcomponent SC011,subcomponent,CP004,3,11,48598,Supplier_017,45,2,57,Distributor_009,Sea Freight,6736,23,2014-09-04 00:55:08
RM016,Raw_material RM016,raw_material,CP004,5,4,3286,Supplier_039,62,1,66,Distributor_014,Rail,126,7,2017-03-11 08:19:32
SC016,Subcomponent SC016,subcomponent,CP014,4,15,28008,Supplier_010,25,4,63,Distributor_004,Truck,9622,14,2011-05-26 21:24:52
CP010,Component CP010,component,SS001,2,37,49261,Supplier_007,20,2,13,Distributor_011,Sea Freight,4504,5,2018-12-14 01:05:11
SC004,Subcomponent SC004,subcomponent,CP006,5,4,23091,Supplier_038,38,2,50,Distributor_007,Sea Freight,6012,15,2011-11-05 20:31:34
SC005,Subcomponent SC005,subcomponent,CP010,5,11,20601,Supplier_012,47,2,57,Distributor_014,Truck,1671,4,2016-06-11 07:53:08
SS020,Subsystem SS020,subsystem,SY006,3,63,1994397,Supplier_016,14,1,1,Distributor_004,Rail,4566,30,2020-03-12 18:17:20
CP007,Component CP007,component,SS010,5,39,113323,Supplier_038,23,1,62,Distributor_002,Rail,6057,9,2016-08-23 06:51:53
RM020,Raw_material RM020,raw_material,CP004,1,6,3229,Supplier_017,120,5,55,Distributor_012,Rail,9224,25,2018-05-08 17:10:33
SC011,Subcomponent SC011,subcomponent,CP019,2,6,15289,Supplier_029,38,2,28,Distributor_009,Sea Freight,7924,26,2019-08-10 21:54:30
SC008,Subcomponent SC008,subcomponent,CP007,1,7,26297,Supplier_023,52,2,36,Distributor_011,Truck,3710,15,2010-05-04 05:30:48
RM006,Raw_material RM006,raw_material,CP007,1,4,2912,Supplier_019,58,1,41,Distributor_001,Sea Freight,4657,14,2017-08-13 19:19:15
CP007,Component CP007,component,SS017,3,18,392210,Supplier_005,17,5,11,Distributor_008,Sea Freight,7300,2,2018-01-17 22:17:54
SC007,Subcomponent SC007,subcomponent,CP005,1,4,40954,Supplier_041,27,1,16,Distributor_011,Rail,155,5,2012-10-01 16:20:55
SC013,Subcomponent SC013,subcomponent,CP007,4,16,46541,Supplier_039,18,1,40,Distributor_006,Sea Freight,7837,28,2015-09-21 00:11:48
CP004,Component CP004,component,SS020,3,36,592284,Supplier_034,9,1,71,Distributor_012,Rail,7764,21,2010-05-21 00:40:10
SC001,Subcomponent SC001,subcomponent,CP004,3,7,29150,Supplier_004,55,4,13,Distributor_013,Air Freight,6929,5,2020-04-27 20:41:12
SS015,Subsystem SS015,subsystem,SY016,5,43,1534911,Supplier_015,10,2,56,Distributor_011,Air Freight,3731,24,2020-02-02 18:27:49
CP016,Component CP016,component,SS015,5,42,338367,Supplier_031,34,2,43,Distributor_007,Rail,5694,23,2012-07-13 16:20:18
SC020,Subcomponent SC020,subcomponent,CP016,1,12,7292,Supplier_002,58,3,53,Distributor_002,Rail,5850,14,2019-03-16 23:21:03
SC008,Subcomponent SC008,subcomponent,CP002,2,20,35959,Supplier_022,43,2,7,Distributor_013,Air Freight,567,26,2019-08-13 22:28:44
SC013,Subcomponent SC013,subcomponent,CP019,5,20,27099,Supplier_002,37,4,27,Distributor_013,Rail,7770,16,2011-07-23 03:30:41
SC009,Subcomponent SC009,subcomponent,CP007,1,11,57706,Supplier_031,36,4,70,Distributor_005,Air Freight,7303,8,2017-11-28 23:41:01
SC017,Subcomponent SC017,subcomponent,CP006,4,11,17698,Supplier_009,24,3,12,Distributor_010,Rail,5189,26,2019-11-04 18:01:20
CP014,Component CP014,component,SS009,5,15,300710,Supplier_010,8,2,9,Distributor_013,Rail,8533,17,2019-01-17 17:22:31
RM003,Raw_material RM003,raw_material,CP003,5,5,1356,Supplier_013,62,5,18,Distributor_011,Rail,9941,13,2013-11-15 08:20:03
SC008,Subcomponent SC008,subcomponent,CP018,2,17,21117,Supplier_002,24,2,62,Distributor_010,Rail,1690,1,2012-06-06 22:00:31
SC005,Subcomponent SC005,subcomponent,CP012,2,7,11986,Supplier_009,33,3,71,Distributor_008,Sea Freight,9176,22,2014-02-28 03:27:07
SC001,Subcomponent SC001,subcomponent,CP005,5,5,5833,Supplier_031,30,1,52,Distributor_010,Rail,4449,11,2016-05-29 01:26:41
RM004,Raw_material RM004,raw_material,CP005,1,6,592,Supplier_024,58,5,27,Distributor_010,Truck,9969,14,2015-02-08 17:25:52
SC001,Subcomponent SC001,subcomponent,CP014,4,14,30190,Supplier_020,44,3,28,Distributor_007,Truck,1538,11,2016-03-31 18:29:30
CP020,Component CP020,component,SS016,4,30,571666,Supplier_001,14,1,44,Distributor_005,Sea Freight,5332,9,2017-07-01 17:42:36
SC018,Subcomponent SC018,subcomponent,CP009,4,11,38058,Supplier_006,25,5,36,Distributor_006,Truck,7588,3,2012-06-01 17:23:06
SC011,Subcomponent SC011,subcomponent,CP003,2,11,44695,Supplier_025,45,1,55,Distributor_005,Sea Freight,5909,16,2010-09-05 03:32:44
SC006,Subcomponent SC006,subcomponent,CP013,3,10,45276,Supplier_004,21,4,4,Distributor_014,Rail,4283,24,2021-07-02 03:23:38
SC009,Subcomponent SC009,subcomponent,CP020,2,14,8172,Supplier_033,40,2,51,Distributor_014,Sea Freight,7393,28,2017-10-28 18:44:59
CP001,Component CP001,component,SS001,4,32,219354,Supplier_019,15,4,59,Distributor_006,Air Freight,6425,21,2011-01-29 12:53:24
SC019,Subcomponent SC019,subcomponent,CP002,5,15,42478,Supplier_030,42,2,0,Distributor_011,Air Freight,263,25,2013-02-13 18:12:51
SC007,Subcomponent SC007,subcomponent,CP001,1,11,14898,Supplier_012,25,2,50,Distributor_012,Rail,1025,25,2019-11-21 20:59:29
CP004,Component CP004,component,SS011,5,29,51116,Supplier_029,25,4,20,Distributor_007,Air Freight,5264,5,2011-09-12 20:49:30
SC013,Subcomponent SC013,subcomponent,CP012,5,5,6678,Supplier_027,39,2,58,Distributor_004,Truck,8211,10,2019-12-13 15:36:16
SC015,Subcomponent SC015,subcomponent,CP004,5,7,46486,Supplier_024,30,4,39,Distributor_007,Air Freight,6570,10,2019-10-16 15:56:38
RM018,Raw_material RM018,raw_material,CP004,5,6,2846,Supplier_042,91,4,36,Distributor_001,Air Freight,6063,8,2021-04-05 08:35:03
SS013,Subsystem SS013,subsystem,SY007,4,49,1444956,Supplier_041,10,2,12,Distributor_001,Air Freight,1869,23,2019-04-21 18:31:42
CP011,Component CP011,component,SS013,2,30,178920,Supplier_019,26,2,39,Distributor_012,Rail,9346,30,2017-10-25 06:39:11
RM001,Raw_material RM001,raw_material,CP016,5,9,655,Supplier_029,86,3,59,Distributor_008,Truck,8041,11,2014-03-30 01:09:39
SC004,Subcomponent SC004,subcomponent,CP010,4,14,41857,Supplier_031,24,5,25,Distributor_006,Air Freight,9480,14,2019-05-21 22:35:36
RM004,Raw_material RM004,raw_material,CP010,2,1,3301,Supplier_044,94,4,36,Distributor_003,Truck,8593,23,2012-01-13 10:26:26
SC015,Subcomponent SC015,subcomponent,CP016,4,12,30079,Supplier_021,24,2,65,Distributor_011,Air Freight,5599,21,2018-08-29 17:26:28
RM018,Raw_material RM018,raw_material,CP016,5,9,2173,Supplier_031,108,5,20,Distributor_013,Sea Freight,5764,11,2013-11-17 11:52:01
SC011,Subcomponent SC011,subcomponent,CP011,4,5,29412,Supplier_026,37,2,11,Distributor_011,Air Freight,7569,11,2018-10-30 14:04:27
RM020,Raw_material RM020,raw_material,CP011,4,10,968,Supplier_021,51,1,11,Distributor_009,Air Freight,5507,8,2018-05-15 22:31:53
CP001,Component CP001,component,SS008,1,39,213791,Supplier_009,11,4,18,Distributor_011,Air Freight,1150,10,2012-04-11 13:53:35
SC010,Subcomponent SC010,subcomponent,CP007,2,20,35555,Supplier_025,37,2,54,Distributor_013,Air Freight,7586,16,2013-02-18 15:46:49
SC012,Subcomponent SC012,subcomponent,CP007,5,13,41579,Supplier_013,43,4,71,Distributor_001,Air Freight,6719,17,2011-10-14 18:53:54
SC001,Subcomponent SC001,subcomponent,CP001,4,5,5909,Supplier_008,38,5,65,Distributor_008,Rail,3835,26,2010-04-01 20:34:41
CP011,Component CP011,component,SS004,3,46,269081,Supplier_013,14,1,65,Distributor_009,Truck,5298,1,2010-06-29 09:40:09
SC003,Subcomponent SC003,subcomponent,CP010,4,11,45672,Supplier_016,59,4,53,Distributor_014,Rail,8359,19,2011-05-13 16:44:15
SC013,Subcomponent SC013,subcomponent,CP001,5,8,13506,Supplier_017,23,3,11,Distributor_011,Sea Freight,2887,2,2010-03-09 14:32:00
RM018,Raw_material RM018,raw_material,CP001,3,7,3577,Supplier_026,69,2,44,Distributor_012,Sea Freight,5322,4,2017-12-12 20:04:47
SC004,Subcomponent SC004,subcomponent,CP011,2,11,18677,Supplier_009,29,5,32,Distributor_001,Air Freight,5827,21,2014-03-03 00:26:29
CP006,Component CP006,component,SS011,4,23,231772,Supplier_029,10,4,47,Distributor_002,Sea Freight,1254,8,2017-05-18 21:41:04
SC018,Subcomponent SC018,subcomponent,CP002,3,15,56059,Supplier_042,35,4,15,Distributor_006,Sea Freight,5330,25,2013-04-24 10:52:20
SC016,Subcomponent SC016,subcomponent,CP006,1,15,14915,Supplier_037,37,4,12,Distributor_012,Rail,2731,21,2019-11-18 11:01:39
RM010,Raw_material RM010,raw_material,CP006,2,3,2562,Supplier_043,74,3,32,Distributor_014,Rail,2020,23,2019-07-10 18:25:48
CP008,Component CP008,component,SS013,5,38,544293,Supplier_031,28,5,4,Distributor_003,Truck,2048,20,2017-08-06 10:37:31
SC001,Subcomponent SC001,subcomponent,CP008,2,17,22527,Supplier_041,52,5,20,Distributor_012,Air Freight,865,29,2012-03-23 13:13:46
RM002,Raw_material RM002,raw_material,CP008,4,3,2126,Supplier_004,47,4,3,Distributor_008,Sea Freight,395,15,2016-08-10 19:32:56
SS011,Subsystem SS011,subsystem,SY016,2,29,1624425,Supplier_004,5,2,41,Distributor_010,Truck,819,18,2021-09-02 11:55:59
CP003,Component CP003,component,SS009,3,17,185383,Supplier_043,18,1,55,Distributor_014,Air Freight,7535,24,2014-02-19 16:08:31
RM005,Raw_material RM005,raw_material,CP019,1,1,3255,Supplier_006,48,2,59,Distributor_014,Truck,798,2,2014-07-06 02:32:07
SC003,Subcomponent SC003,subcomponent,CP002,2,9,48740,Supplier_009,24,5,4,Distributor_005,Sea Freight,2136,12,2016-05-24 20:11:34
SC001,Subcomponent SC001,subcomponent,CP003,2,19,6002,Supplier_002,47,2,45,Distributor_010,Air Freight,9380,8,2019-12-01 01:13:22
SC008,Subcomponent SC008,subcomponent,CP003,3,14,19130,Supplier_013,28,2,35,Distributor_008,Rail,2648,1,2017-12-23 02:09:44
CP009,Component CP009,component,SS015,4,26,86604,Supplier_042,15,5,40,Distributor_010,Sea Freight,1209,14,2021-12-17 20:48:49
SC010,Subcomponent SC010,subcomponent,CP002,5,21,26965,Supplier_039,26,3,72,Distributor_002,Air Freight,3944,3,2013-09-20 02:42:02
SC013,Subcomponent SC013,subcomponent,CP009,5,7,37554,Supplier_040,36,5,25,Distributor_009,Rail,5354,29,2017-11-11 16:43:40
CP012,Component CP012,component,SS005,2,24,88987,Supplier_026,22,2,48,Distributor_012,Truck,6292,15,2019-07-03 06:40:35
SC008,Subcomponent SC008,subcomponent,CP005,2,9,23761,Supplier_029,41,3,38,Distributor_012,Sea Freight,700,7,2018-01-29 16:58:15
SC012,Subcomponent SC012,subcomponent,CP012,2,20,36603,Supplier_018,41,3,31,Distributor_009,Sea Freight,7061,8,2012-04-30 16:38:55
CP004,Component CP004,component,SS011,5,43,206565,Supplier_008,21,1,61,Distributor_005,Air Freight,9607,9,2020-01-26 10:30:02
SC015,Subcomponent SC015,subcomponent,CP004,5,11,34253,Supplier_003,52,3,27,Distributor_011,Rail,5078,7,2016-10-12 17:18:08
RM005,Raw_material RM005,raw_material,CP004,1,7,4443,Supplier_003,74,1,10,Distributor_001,Air Freight,5385,15,2016-08-18 10:57:01
SS013,Subsystem SS013,subsystem,SY018,3,60,1378135,Supplier_025,9,2,33,Distributor_006,Sea Freight,9843,28,2017-02-08 01:47:13
SC010,Subcomponent SC010,subcomponent,CP006,2,17,24147,Supplier_026,33,1,34,Distributor_008,Rail,7735,19,2018-12-18 12:54:06
SC008,Subcomponent SC008,subcomponent,CP019,3,20,28261,Supplier_013,42,1,65,Distributor_010,Truck,9325,3,2010-10-14 20:35:24
SC001,Subcomponent SC001,subcomponent,CP010,2,20,36362,Supplier_031,17,1,62,Distributor_010,Sea Freight,1123,8,2019-10-04 05:12:31
CP012,Component CP012,component,SS011,1,22,224911,Supplier_038,19,1,31,Distributor_010,Air Freight,687,24,2011-11-27 18:17:57
SC010,Subcomponent SC010,subcomponent,CP013,2,6,22275,Supplier_012,47,1,69,Distributor_011,Sea Freight,6710,13,2011-11-08 12:38:06
SC002,Subcomponent SC002,subcomponent,CP009,1,11,30234,Supplier_014,41,4,11,Distributor_011,Rail,7632,29,2016-12-12 00:51:26
SC016,Subcomponent SC016,subcomponent,CP007,2,15,9805,Supplier_006,56,2,22,Distributor_009,Air Freight,4819,10,2021-07-30 22:22:53
SC020,Subcomponent SC020,subcomponent,CP016,2,13,17243,Supplier_043,38,5,5,Distributor_001,Sea Freight,837,20,2013-04-28 15:45:07
SC012,Subcomponent SC012,subcomponent,CP012,5,20,47103,Supplier_027,26,4,4,Distributor_010,Rail,5988,28,2011-09-22 17:48:09
CP020,Component CP020,component,SS001,5,16,87766,Supplier_002,11,1,17,Distributor_002,Air Freight,885,14,2015-05-26 06:22:33
SC015,Subcomponent SC015,subcomponent,CP018,1,10,29774,Supplier_003,41,2,71,Distributor_014,Rail,9463,13,2015-09-16 12:00:13
SC009,Subcomponent SC009,subcomponent,CP005,4,15,19451,Supplier_010,23,5,15,Distributor_006,Truck,4627,6,2013-06-12 22:51:48
SC008,Subcomponent SC008,subcomponent,CP020,1,9,19919,Supplier_019,44,4,24,Distributor_003,Rail,1924,3,2020-02-09 15:37:06
CP016,Component CP016,component,SS011,3,40,247823,Supplier_026,18,3,15,Distributor_001,Rail,5876,15,2010-01-11 01:23:01
SC015,Subcomponent SC015,subcomponent,CP007,2,4,19591,Supplier_030,30,1,39,Distributor_007,Air Freight,9867,18,2021-12-16 23:55:44
SC014,Subcomponent SC014,subcomponent,CP002,3,18,39408,Supplier_016,51,2,23,Distributor_014,Rail,7781,30,2011-06-29 02:52:24
SC017,Subcomponent SC017,subcomponent,CP016,2,16,32174,Supplier_028,48,2,39,Distributor_014,Air Freight,9321,7,2014-06-02 06:24:23
CP009,Component CP009,component,SS013,5,18,99737,Supplier_022,24,3,15,Distributor_004,Truck,434,23,2010-09-11 13:26:30
SC002,Subcomponent SC002,subcomponent,CP009,1,9,42070,Supplier_032,54,1,12,Distributor_002,Air Freight,5905,23,2017-05-13 03:03:01
SS012,Subsystem SS012,subsystem,SY016,3,34,1322485,Supplier_040,12,1,72,Distributor_008,Rail,5004,19,2010-04-12 01:30:47
CP004,Component CP004,component,SS016,1,39,421475,Supplier_024,16,4,67,Distributor_011,Rail,961,1,2010-04-25 20:44:04
SC014,Subcomponent SC014,subcomponent,CP001,4,17,56950,Supplier_020,55,1,41,Distributor_011,Rail,1298,29,2017-11-28 09:41:44
SC011,Subcomponent SC011,subcomponent,CP020,2,9,13324,Supplier_004,25,1,72,Distributor_003,Air Freight,8047,12,2021-04-01 22:05:02
RM006,Raw_material RM006,raw_material,CP020,4,7,2970,Supplier_011,96,1,49,Distributor_010,Sea Freight,6211,11,2020-12-03 06:00:50
SC002,Subcomponent SC002,subcomponent,CP006,1,7,27652,Supplier_001,36,3,71,Distributor_004,Rail,8728,11,2013-08-20 06:11:45
RM005,Raw_material RM005,raw_material,CP006,4,9,2920,Supplier_021,97,3,35,Distributor_005,Sea Freight,4765,3,2010-02-21 23:16:12
SC003,Subcomponent SC003,subcomponent,CP004,3,13,28399,Supplier_033,30,5,51,Distributor_006,Rail,1509,29,2015-09-19 13:14:31
RM010,Raw_material RM010,raw_material,CP004,3,1,3746,Supplier_012,56,2,24,Distributor_009,Rail,8286,3,2016-04-07 23:27:03
CP003,Component CP003,component,SS004,5,34,474628,Supplier_002,34,5,20,Distributor_009,Rail,570,13,2018-08-23 16:44:16
SC001,Subcomponent SC001,subcomponent,CP017,5,13,8359,Supplier_037,20,1,50,Distributor_006,Sea Freight,2498,27,2016-07-17 05:39:45
RM012,Raw_material RM012,raw_material,CP017,2,8,2156,Supplier_007,81,1,55,Distributor_001,Air Freight,6140,25,2019-09-09 16:49:37
SC003,Subcomponent SC003,subcomponent,CP012,4,11,32275,Supplier_026,25,4,24,Distributor_007,Sea Freight,6621,15,2013-01-31 21:53:02
SC006,Subcomponent SC006,subcomponent,CP005,5,9,17467,Supplier_037,32,5,15,Distributor_013,Rail,1002,14,2017-02-26 15:04:26
RM002,Raw_material RM002,raw_material,CP005,2,10,583,Supplier_025,46,2,33,Distributor_009,Air Freight,8398,17,2017-12-27 06:23:52
